loss,val_loss,accuracy,val_accuracy,top_five,test_accuracy,test_top_5_accuracy,mlp_classifer
2.5222070673678783,2.374589055776596,27.91111111111111,33.8,71.19891826923077,79.44,97.62637867647058,False
2.181368410587311,2.003842294216156,39.522222222222226,48.8,86.1553485576923,79.44,97.62637867647058,False
2.0875107637533903,1.872481882572174,42.86666666666667,51.8,86.47836538461539,79.44,97.62637867647058,False
2.050235482395118,1.8364052176475525,44.22222222222222,53.5,86.2530048076923,79.44,97.62637867647058,False
2.0321247488894363,1.8263652324676514,44.4,53.3,88.1084735576923,79.44,97.62637867647058,False
1.7952891486756346,1.5033234059810638,53.34444444444444,65.8,94.53876201923077,79.44,97.62637867647058,False
1.6003211157541748,1.4245220869779587,61.266666666666666,69.2,95.68810096153847,79.44,97.62637867647058,False
1.5220358507007572,1.3967299908399582,64.64444444444445,70.2,95.07211538461539,79.44,97.62637867647058,False
1.4352634303958705,1.3573710024356842,68.86666666666666,72.2,96.00360576923077,79.44,97.62637867647058,False
1.372357003654994,1.3215904533863068,71.25555555555556,73.2,97.0477764423077,79.44,97.62637867647058,False
1.3302950882319864,1.2863879203796387,73.21111111111111,73.9,97.4384014423077,79.44,97.62637867647058,False
1.281491290804342,1.2656690627336502,75.18888888888888,74.3,97.22055288461539,79.44,97.62637867647058,False
1.2486121333237234,1.24397674202919,76.75555555555556,76.2,96.4618389423077,79.44,97.62637867647058,False
1.2037929256334372,1.2446346133947372,78.22222222222223,76.4,97.8290264423077,79.44,97.62637867647058,False
1.1755052502696395,1.2571592181921005,79.28888888888889,75.4,96.63461538461539,79.44,97.62637867647058,False
1.1452551023334476,1.2600755542516708,81.0111111111111,74.6,96.90504807692308,79.44,97.62637867647058,False
1.112104744141829,1.2368038594722748,82.63333333333334,76.3,96.8524639423077,79.44,97.62637867647058,False
1.086590975311631,1.2280610501766205,83.45555555555555,77.4,97.4384014423077,79.44,97.62637867647058,False
1.0761652147093563,1.2356697916984558,84.12222222222222,75.9,96.88251201923077,79.44,97.62637867647058,False
1.0372832444965416,1.1955939382314682,86.12222222222222,78.1,97.07782451923077,79.44,97.62637867647058,False
